» direct O O O
Und direct O O O
dieser direct O O O
Kapitän direct O O O
Ready direct O O O
? direct O O O
Sagt direct O O O
an direct O O O
, direct O O O
Präsident direct O O O
, direct O O O
dieser direct O O O
Kapitän direct O O O
Ready direct O O O
? direct O O O
« direct O O O
brach O O O O
endlich O O O O
Oberst O O O O
Oakley O O O O
aus O O O O
. O O O O
» direct O O O
Ist direct O O O
ein direct O O O
Yankee direct O O O
! direct O O O
« direct O O O
versetzte O O O O
ruhig O O O O
der O O O O
Präsident O O O O
. O O O O
» direct O O O
Duncan direct O O O
! direct O O O
Ihr direct O O O
seid direct O O O
auch direct O O O
so direct O O O
ein direct O O O
halber direct O O O
Kishogue direct O O O
vor direct O O O
den direct O O O
irisch direct O O O
richterlichen direct O O O
Lords direct O O O
. direct O O O
Es direct O O O
ist direct O O O
Käpt'n direct O O O
Murky direct O O O
, direct O O O
ist direct O O O
er direct O O O
's direct O O O
nicht direct O O O
? direct O O O
« direct O O O
fiel O O O O
General O O O O
Burnslow O O O O
ein O O O O
. O O O O
» direct O O O
Vielleicht direct O O O
ist direct O O O
er's direct O O O
, direct O O O
Burnslow direct O O O
! direct O O O
« direct O O O
warf O O O O
Duncan O O O O
hin O O O O
. O O O O
» direct O O O
Dann direct O O O
, direct O O O
Gentlemen direct O O O
! direct O O O
« direct O O O
rief O O O O
der O O O O
General O O O O
mit O O O O
Emphase O O O O
, O O O O
» direct O O O
dann direct O O O
schlage direct O O O
ich direct O O O
vor direct O O O
, direct O O O
unserm direct O O O
wackern direct O O O
Kapitän direct O O O
als direct O O O
Merkmal direct O O O
unserer direct O O O
Achtung direct O O O
und direct O O O
Anerkennung direct O O O
– direct O O O
« direct O O O
» direct O O O
Und direct O O O
? direct O O O
« direct O O O
schaltete O O O O
spöttisch O O O O
der O O O O
Präsident O O O O
ein O O O O
. O O O O
» direct O O O
Macht direct O O O
mich direct O O O
nicht direct O O O
irre direct O O O
! direct O O O
« direct O O O
rief O O O O
ärgerlich O O O O
der O O O O
General O O O O
, O O O O
» direct O O O
als direct O O O
Merkmal direct O O O
unserer direct O O O
Achtung direct O O O
und direct O O O
Anerkennung direct O O O
und direct O O O
unserer direct O O O
Würdigung direct O O O
seines direct O O O
ritterlich direct O O O
seemännischen direct O O O
Benehmens direct O O O
– direct O O O
ein direct O O O
öffentliches direct O O O
Diner direct O O O
zu direct O O O
votieren direct O O O
. direct O O O
« direct O O O
» direct O O O
Mit direct O O O
vierundzwanzig direct O O O
Toasten direct O O O
und direct O O O
Schüsseln direct O O O
und direct O O O
halb direct O O O
so direct O O O
vielen direct O O O
Dutzend direct O O O
Bouteillen direct O O O
, direct O O O
nicht direct O O O
wahr direct O O O
? direct O O O
« direct O O O
meinte O O O O
trocken O O O O
der O O O O
Bankpräsident O O O O
, O O O O
» direct O O O
protestiere direct O O O
im direct O O O
Namen direct O O O
meines direct O O O
Freundes direct O O O
dagegen direct O O O
. direct O O O
Würde direct O O O
sich direct O O O
wahrlich direct O O O
nicht direct O O O
zweimal direct O O O
bei direct O O O
Euch direct O O O
bedanken direct O O O
, direct O O O
wenn direct O O O
Ihr direct O O O
ihm direct O O O
da direct O O O
mit direct O O O
Euren direct O O O
Madeiras direct O O O
und direct O O O
Schildkrötenpasteten direct O O O
und direct O O O
Eurer direct O O O
Würdigung direct O O O
und direct O O O
Anerkennung direct O O O
als direct O O O
Postskript direct O O O
kämet direct O O O
. direct O O O
Verdürbe direct O O O
ihm direct O O O
nur direct O O O
Euer direct O O O
Senf direct O O O
sein direct O O O
Diner direct O O O
. direct O O O
Weiß direct O O O
sich direct O O O
und direct O O O
seine direct O O O
Tat direct O O O
schon direct O O O
selbst direct O O O
zu direct O O O
würdigen direct O O O
, direct O O O
zu direct O O O
fetieren direct O O O
, direct O O O
sowie direct O O O
denn direct O O O
solche direct O O O
Taten direct O O O
auch direct O O O
sich direct O O O
schon direct O O O
von direct O O O
selbst direct O O O
genießen direct O O O
, direct O O O
fetieren direct O O O
, direct O O O
fetend direct O O O
getoastet direct O O O
aber direct O O O
allen direct O O O
ihren direct O O O
Hautgout direct O O O
verlieren direct O O O
, direct O O O
ungenießbar direct O O O
werden direct O O O
. direct O O O
« direct O O O
» direct O O O
Seid direct O O O
ja direct O O O
auf direct O O O
einmal direct O O O
ein direct O O O
außerordentlicher direct O O O
Freund direct O O O
stiller direct O O O
, direct O O O
zarter direct O O O
Genüsse direct O O O
geworden direct O O O
« direct O O O
, O O O O
spottete O O O O
der O O O O
General O O O O
. O O O O
» direct O O O
Hat direct O O O
aber direct O O O
recht direct O O O
, direct O O O
General direct O O O
Burnslow direct O O O
, direct O O O
vollkommen direct O O O
recht direct O O O
! direct O O O
« direct O O O
nahm O O O O
der O O O O
Supreme O O O O
Judge O O O O
das O O O O
Wort O O O O
. O O O O
» direct O O O
Glaube direct O O O
nicht direct O O O
, direct O O O
daß direct O O O
hier direct O O O
ein direct O O O
öffentliches direct O O O
Diner direct O O O
à direct O O O
propos direct O O O
wäre direct O O O
. direct O O O
Mir direct O O O
wenigstens direct O O O
, direct O O O
wenn direct O O O
mir direct O O O
das direct O O O
Schicksal direct O O O
eine direct O O O
so direct O O O
herrliche direct O O O
Blüte direct O O O
in direct O O O
meinen direct O O O
trocken direct O O O
juridisch direct O O O
kriminalistischen direct O O O
Lebenskranz direct O O O
gewunden direct O O O
hätte direct O O O
, direct O O O
könnte direct O O O
nichts direct O O O
Ärgeres direct O O O
begegnen direct O O O
als direct O O O
eine direct O O O
solche direct O O O
Popularisierung direct O O O
oder direct O O O
vielmehr direct O O O
Theatralisierung direct O O O
. direct O O O
« direct O O O
» direct O O O
Seid direct O O O
denn direct O O O
doch direct O O O
über direct O O O
die direct O O O
Maßen direct O O O
zartfühlend direct O O O
, direct O O O
Ihr direct O O O
Yankees direct O O O
! direct O O O
« direct O O O
spottete O O O O
wieder O O O O
der O O O O
General O O O O
. O O O O
» direct O O O
Wie direct O O O
Ihr direct O O O
es direct O O O
nehmen direct O O O
wollt direct O O O
, direct O O O
General direct O O O
Burnslow direct O O O
! direct O O O
« direct O O O
entgegnete O O O O
halb O O O O
im O O O O
Scherz O O O O
, O O O O
halb O O O O
im O O O O
Ernste O O O O
der O O O O
Supreme O O O O
Judge O O O O
. O O O O
» direct O O O
Unser direct O O O
Yankeetum direct O O O
ist direct O O O
zwar direct O O O
ein direct O O O
trockener direct O O O
Boden direct O O O
, direct O O O
bringt direct O O O
aber direct O O O
doch direct O O O
so direct O O O
duftende direct O O O
Blüten direct O O O
, direct O O O
so direct O O O
herrliche direct O O O
Früchte direct O O O
hervor direct O O O
wie direct O O O
irgendeiner direct O O O
. direct O O O
Es direct O O O
ist direct O O O
in direct O O O
unserm direct O O O
Yankeetum direct O O O
ein direct O O O
stiller direct O O O
, direct O O O
tiefer direct O O O
Sinn direct O O O
, direct O O O
den direct O O O
Ihr direct O O O
Southrons direct O O O
ein direct O O O
Brüten direct O O O
, direct O O O
Grübeln direct O O O
nennt direct O O O
, direct O O O
ein direct O O O
ewiges direct O O O
Auf-Dollar-spekulieren direct O O O
, direct O O O
weil direct O O O
unsere direct O O O
Stirn direct O O O
gerunzelt direct O O O
erscheint direct O O O
. direct O O O
Und direct O O O
doch direct O O O
, direct O O O
wenn direct O O O
es direct O O O
zum direct O O O
Ausschlage direct O O O
kommt direct O O O
– direct O O O
sag' direct O O O
Euch direct O O O
– direct O O O
will direct O O O
der direct O O O
chevaleresken direct O O O
Tat direct O O O
unsers direct O O O
teuren direct O O O
Murky direct O O O
nicht direct O O O
zu direct O O O
nahe direct O O O
treten direct O O O
, direct O O O
aber direct O O O
das direct O O O
getraue direct O O O
ich direct O O O
mir direct O O O
doch direct O O O
zu direct O O O
verbürgen direct O O O
, direct O O O
daß direct O O O
es direct O O O
unter direct O O O
unsern direct O O O
Yankee-Kapitänen direct O O O
noch direct O O O
Hunderte direct O O O
gibt direct O O O
, direct O O O
die direct O O O
sich direct O O O
keinen direct O O O
Augenblick direct O O O
bedenken direct O O O
würden direct O O O
, direct O O O
an direct O O O
seiner direct O O O
Stelle direct O O O
das direct O O O
gleiche direct O O O
zu direct O O O
tun direct O O O
. direct O O O
« direct O O O
» direct O O O
Ohne direct O O O
Zweifel direct O O O
! direct O O O
« direct O O O
rief O O O O
es O O O O
von O O O O
mehreren O O O O
Seiten O O O O
. O O O O
» direct O O O
Allen direct O O O
Respekt direct O O O
vor direct O O O
der direct O O O
Yankee-Ritterlichkeit direct O O O
! direct O O O
« direct O O O
lachten O O O O
wieder O O O O
andere O O O O
. O O O O
» direct O O O
Seid direct O O O
doch direct O O O
so direct O O O
gut direct O O O
, direct O O O
laßt direct O O O
uns direct O O O
Southrons direct O O O
auch direct O O O
noch direct O O O
ein direct O O O
