Es O
war O
ein O
Teil O
der O
völlig O
normalen O
Welt O
und O
gehörte O
trotzdem O
zu O
einem O
anderen O
Reich O
. O
In O
der O
tintigen O
Finsternis O
lauerte O
etwas O
. O
Es O
war O
nicht O
zu O
fassen O
, O
nicht O
zu O
erklären O
, O
noch O
weniger O
zu O
greifen O
, O
denn O
es O
war O
einfach O
da O
. O
Etwas O
Gefährliches O
, O
Böses O
. O
Etwas O
, O
das O
den O
Tod O
bringen O
konnte O
und O
den O
Raum O
für O
Menschen O
lebensbedrohend O
machte O
. O
Es O
war O
ein O
Zimmer O
, O
das O
ihm O
gehörte O
. O
Einem O
Wesen APP
, O
das O
viele O
Menschen O
vor O
Furcht O
erstarren O
ließ O
und O
nur O
wenige O
liebten O
. O
Es O
hatte O
zahlreiche O
Namen O
. O
Auch O
wenn O
diese O
sich O
verschieden O
anhörten O
und O
unterschiedlich O
klangen O
, O
die O
Bedeutung O
aber O
blieb O
gleich O
. O
Es O
war O
der O
Teufel APP
! O
Er O
oder O
sein O
Geist O
beherrschten O
diesen O
Raum O
. O
Sie O
hatten O
hier O
ein O
Refugium O
geschaffen O
, O
über O
das O
er O
sich O
freute O
, O
eine O
kleine O
Insel O
in O
der O
Welt O
der O
Menschen O
. O
Hier O
konnte O
er O
mit O
ihnen O
spielen O
, O
hier O
gelang O
es O
ihm O
, O
sie O
zu O
manipulieren O
, O
nach O
seinen O
Wünschen O
zu O
formen O
und O
sie O
für O
seine O
Zwecke O
abzurichten O
. O
Zwischen O
diesen O
Wänden O
aber O
bestrafte O
er O
auch O
. O
Wer O
ihm O
nicht O
mehr O
passte O
oder O
versagt O
hatte O
, O
bekam O
die O
gesamte O
Wucht O
der O
Hölle O
zu O
spüren O
und O
wurde O
zerschmettert O
. O
Ein O
Ort O
der O
Finsternis O
, O
des O
Schreckens O
, O
in O
dem O
arme O
Seelen O
wie O
Stroh O
im O
Feuer O
verbrannten O
. O
Traute O
sich O
jemand APP
freiwillig O
dort O
hinein O
? O
Normalerweise O
nicht O
. O
Es O
sei O
denn O
, O
er O
gehörte O
selbst O
zu O
den O
großen O
Dienern O
des O
Teufels APP
. O
Und O
doch O
kam O
jemand APP
. O
Der O
Raum O
, O
der O
in O
einer O
dichten O
Stille O
lag O
, O
schien O
plötzlich O
einen O
tiefen O
Atemzug O
auszustoßen O
. O
Die O
Finsternis O
bewegte O
sich O
, O
so O
konnte O
man O
meinen O
, O
doch O
es O
war O
nur O
die O
Tür O
, O
die O
von O
außen O
her O
aufgezogen O
wurde O
und O
ein O
leises O
Knarren O
hinterließ O
. O
Ein O
hässlich O
klingendes O
Geräusch O
, O
als O
wäre O
jemand O
getreten O
worden O
. O
Eine O
Kreatur APP
, O
die O
noch O
nicht O
schlief O
und O
sich O
in O
den O
letzten O
Zuckungen O
auf O
dem O
Boden O
bewegte O
. O
Die O
absolute O
Finsternis O
des O
Raumes O
zeigte O
dort O
, O
wo O
sich O
die O
Tür O
öffnete O
, O
einen O
grauen O
Streifen O
, O
gerade O
so O
breit O
, O
dass O
sich O
ein O
Mensch O
durch O
die O
Lücke O
schieben O
konnte O
. O
Jemand APP
kam O
. O
Die APP
Gestalt APP
blieb O
für O
einen O
nachdenklichen O
Moment O
auf O
der O
Schwelle O
stehen O
, O
und O
es O
war O
nicht O
zu O
erkennen O
, O
ob O
es O
sich O
dabei O
um O
einen O
Mann O
oder O
um O
eine O
Frau O
handelte O
. O
Sekunden O
tropften O
dahin O
. O
Der O
Ankömmling O
bewegte O
sich O
nicht O
. O
Er O
hatte O
sein O
Gesicht O
so O
gedreht O
, O
dass O
er O
in O
das O
Zimmer O
hineinschauen O
konnte O
. O
Er O
sah O
auch O
weiterhin O
nichts O
, O
starrte O
nur O
hinein O
, O
und O
dann O
durchfloss O
ein O
tiefer O
Atemzug O
die O
Finsternis O
. O
Es O
war O
mehr O
ein O
sattes O
Stöhnen O
, O
das O
sich O
letztendlich O
in O
einem O
harten O
Lachen O
auflöste O
. O
Im O
Raum O
selbst O
war O
keine O
Reaktion O
zu O
spüren O
. O
Die O
Dunkelheit O
hielt O
sich O
zurück O
, O
sie O
lebte O
, O
das O
Böse APP
war O
da O
, O
aber O
es O
gab O
sich O
nicht O
zu O
erkennen O
. O
Es O
wollte O
die O
andere O
Person APP
locken O
. O
Und O
die O
kam O
auch O
. O
Sie O
ging O
einen O
Schritt O
vor O
, O
dann O
noch O
einen O
, O
sodass O
sich O
die O
Tür O
bewegen O
konnte O
. O
Sie O
fiel O
zu O
. O
Und O
die O
Gestalt APP
stand O
in O
der O
Schwärze O
. O
Gern O
und O
freiwillig O
hatte O
sie O
das O
Reich O
des O
Teufels O
betreten O
, O
ein O
Teil O
der O
Hölle O
, O
die O
allein O
für O
Asmodis PER
und O
seine O
bestimmten O
Freunde O
reserviert O
worden O
war O
. O
Die O
Gestalt APP
ging O
noch O
weiter O
. O
Ihre O
Füße O
traten O
hart O
auf O
, O
damit O
das O
Geräusch O
auch O
gehört O
wurde O
. O
Dann O
ließ O
sie O
die O
Sohlen O
über O
den O
Boden O
schleifen O
. O
Sie O
ging O
, O
sie O
hörte O
nicht O
auf O
, O
und O
sie O
hätte O
eigentlich O
schon O
die O
andere O
Seite O
des O
Raumes O
erreichen O
müssen O
, O
aber O
die O
war O
nicht O
mehr O
vorhanden O
. O
Wände O
hatten O
sich O
aufgelöst O
wie O
Nebel O
in O
der O
heißen O
Sonne O
. O
Sie O
waren O
zur O
Seite O
geglitten O
, O
sie O
» O
schwammen O
« O
im O
Unsichtbaren O
, O
sie O
waren O
geschluckt O
worden O
, O
denn O
in O
einer O
Welt O
, O
die O
der O
Teufel APP
vorzog O
, O
war O
alles O
möglich O
. O
Da O
gab O
es O
eine O
Physik O
, O
die O
ihm O
gehorchte O
. O
Die O
Gestalt APP
blieb O
stehen O
. O
Noch O
ein O
letztes O
Schaben O
mit O
dem O
rechten O
Fuß O
, O
dann O
war O
es O
still O
. O
Nichts O
geschah O
. O
Wenn O
Kräfte O
in O
der O
Dunkelheit O
lauerten O
, O
hielten O
sie O
sich O
bewusst O
zurück O
. O
Und O
das O
schien O
die O
Gestalt APP
zu O
wissen O
, O
denn O
sie O
gab O
sich O
sehr O
sicher O
. O
Ein O
Lachen O
erklang O
. O
Es O
war O
ein O
besonderes O
Lachen O
. O
Ziemlich O
tief O
im O
Klang O
, O
es O
schien O
direkt O
aus O
dem O
Bauch O
zu O
kommen O
, O
es O
klang O
spontan O
und O
siegessicher O
zugleich O
, O
es O
bewegte O
sich O
die O
Tonleiter O
auf O
und O
ab O
, O
und O
es O
gehörte O
keinem O
Mann O
, O
sondern O
einer O
Frau. APP
Sie O
hatte O
diese O
Teufelswelt O
betreten O
! O
Allmählich O
ebbte O
das O
Lachen O
ab O
. O
Dafür O
waren O
schwere O
Atemzüge O
zu O
hören O
, O
die O
zischend O
in O
die O
Stille O
hineindrangen O
. O
Auch O
sie O
verstummten O
. O
Lauern O
, O
abwarten O
… O
Nichts O
geschah O
. O
Zeit O
verging O
, O
aber O
in O
der O
tintigen O
Finsternis O
war O
davon O
nichts O
zu O
merken O
. O
Die O
Gestalt APP
wurde O
von O
der O
Schwärze O
kurzerhand O
aufgesaugt O
, O
sodass O
dieses O
Refugium O
als O
zeitlos O
angesehen O
werden O
konnte O
. O
Dann O
erklang O
ein O
anderes O
Geräusch O
, O
das O
so O
gar O
nicht O
in O
die O
Finsternis O
hineinpasste O
. O
Es O
war O
ein O
leises O
, O
schon O
etwas O
singendes O
Klirren O
, O
als O
würde O
Metall O
auf O
Metall O
treffen O
, O
allerdings O
mit O
einem O
sehr O
verhalten O
wirkenden O
Schwung O
. O
Wie O
bei O
einem O
leisen O
Glockenspiel O
verklangen O
die O
Töne O
, O
als O
hätten O
sie O
sich O
mit O
der O
Finsternis O
vermischt O
. O
Ein O
Ort O
der O
Angst O
für O
jeden O
Menschen O
. O
Die O
Dunkelheit O
konnte O
wahnsinnig O
machen O
. O
Sie O
war O
so O
schrecklich O
lichtlos O
, O
zu O
vergleichen O
mit O
der O
in O
den O
Tiefen O
des O
Alls O
. O
Erst O
das O
Lachen O
, O
danach O
das O
leise O
Klingeln O
, O
dann O
die O
Stimme O
der O
Frau O
. O
» O
He O
, O
Asmodis PER
, O
he O
, O
hörst O
du O
mich O
? O
Ich O
bin O
hier O
, O
ich O
bin O
in O
deine O
Welt O
gekommen O
. O
Das O
musst O
du O
doch O
gemerkt O
haben O
. O
Und O
ich O
habe O
keine O
Angst O
vor O
dir O
, O
Satan  APP
… O
« O
Die O
Frau APP
ließ O
ihre O
Sätze O
ausklingen O
. O
Sie O
wartete O
jetzt O
auf O
die O
Reaktion O
des O
Teufels APP
, O
aber O
der O
ließ O
sich O
Zeit O
. O
Nichts O
rührte O
sich O
. O
Das O
ärgerte O
die O
andere O
Person APP
. O
» O
Hast O
du O
etwa O
Angst O
, O
Asmodis PER
? O
Fürchtest O
du O
dich O
vor O
mir O
? O
Wenn O
ja O
, O
ich O
kann O
es O
sogar O
verstehen O
. O
Du O
bist O
nicht O
mehr O
der O
große O
Herrscher APP
. O
Du O
weißt O
selbst O
, O
dass O
du O
Niederlagen O
erleiden O
kannst O
. O
Du O
bist O
… O
« O
» O
Ich O
bin O
da O
! O
« O
Es O
war O
die O
erste O
Antwort O
, O
die O
die O
Sprecherin O
erhielt O
. O
Sie O
verstummte O
sofort O
, O
weil O
sie O
sich O
auf O
den O
anderen O
Stimmenklang O
konzentrieren O
wollte O
. O
Er O
hatte O
sich O
angehört O
wie O
ein O
tiefes O
Röhren O
, O
das O
aus O
irgendeinem O
Schlund O
an O
die O
Oberfläche O
drang O
. O
Böse O
und O
gemein O
. O
Alle O
Schrecken O
beinhaltend O
, O
zu O
der O
diese O
Person APP
fähig O
war O
. O
» O
Ich O
grüße O
dich O
, O
Asmodis PER
! O
« O
» O
Warum O
bist O
du O
hier O
? O
« O
, O
fragte O
der O
Teufel APP
mit O
grollender O
Stimme O
. O
Sie O
drang O
von O
überall O
her O
aus O
der O
Schwärze O
. O
Es O
war O
einfach O
nicht O
zu O
bestimmen O
, O
wo O
sich O
der O
Sprecher APP
aufhielt O
. O
Möglicherweise O
war O
sie O
sogar O
ein O
Teil O
des O
Raumes O
, O
war O
Wand O
oder O
Decke O
. O
» O
Das O
weißt O
du O
, O
Asmodis PER
. O
Ich O
bin O
gekommen O
, O
um O
dir O
zu O
beweisen O
, O
dass O
ich O
stärker O
bin O
. O
Ich O
bin O
stärker O
als O
du O
. O
Ich O
werde O
es O
dir O
zeigen O
. O
Wer O
, O
außer O
mir O
, O
traut O
sich O
schon O
in O
die O
Höhle O
des O
Löwen APP
hinein O
? O
Da O
gibt O
es O
nur O
wenige O
, O
wahrscheinlich O
sogar O
keinen O
. O
Müsste O
dich O
das O
nicht O
nachdenklich O
machen O
? O
« O
» O
Nein O
. O
« O
» O
Schade O
. O
Ich O
stelle O
die O
Frage O
anders O
. O
Sollte O
dich O
diese O
Tatsache O
nicht O
herausfordern O
? O
« O
Die O
Frau APP
fragte O
mit O
spöttischer O
Stimme O
. O
Sie O
hatte O
vor O
, O
den O
Herrscher APP
der APP
Hölle APP
lächerlich O
zu O
machen O
. O
» O
Warum O
denn O
? O
« O
» O
Weil O
es O
mir O
gelingt O
, O
dein O
Refugium O
zu O
entweihen O
. O
Ich O
habe O
meine O
Pläne O
, O
und O
die O
lasse O
ich O
mir O
von O
dir O
nicht O
zerstören O
. O
Du O
kannst O
dagegenhalten O
, O
In O
der O
Tat O
spürte O
sie O
eine O
innere O
Erregung O
. O
So O
und O
nicht O
anders O
musste O
sich O
auch O
ein O
Boxer O
vor O
dem O
alles O
entscheidenden O
Kampf O
vorkommen O
. O
Und O
sie O
provozierte O
ihn O
weiter O
. O
» O
Für O
so O
schwach O
und O
entscheidungsunfreudig O
hätte O
ich O
dich O
nie O
gehalten O
, O
Asmodis PER
. O
« O
Die O
