Überhaupt direct O O O
kommt direct O O O
es direct O O O
nicht direct O O O
auf direct O O O
die direct O O O
Gegenstände direct O O O
an direct O O O
, direct O O O
ob direct O O O
sie direct O O O
uns direct O O O
wohlgefallen direct O O O
, direct O O O
sondern direct O O O
auf direct O O O
die direct O O O
Augen direct O O O
, direct O O O
mit direct O O O
welchen direct O O O
wir direct O O O
sie direct O O O
ansehen direct O O O
. direct O O O
Manche direct O O O
Augen direct O O O
sehen direct O O O
, direct O O O
wie direct O O O
Hans direct O O O
sagt direct O O O
, direct O O O
Alles direct O O O
häßlich direct O O O
, direct O O O
auch direct O O O
das direct O O O
Schönste direct O O O
und direct O O O
Lieblichste direct O O O
, direct O O O
das direct O O O
es direct O O O
unter direct O O O
der direct O O O
Sonne direct O O O
gibt direct O O O
, direct O O O
manche direct O O O
Augen direct O O O
dagegen direct O O O
sehen direct O O O
Alles direct O O O
schön direct O O O
, direct O O O
auch direct O O O
das direct O O O
Häßlichste direct O O O
, direct O O O
das direct O O O
zu direct O O O
existiren direct O O O
wagt direct O O O
. direct O O O
Da direct O O O
sind direct O O O
ja direct O O O
die direct O O O
Augen direct O O O
Manchem direct O O O
zur direct O O O
Lust direct O O O
und direct O O O
Manchem direct O O O
zur direct O O O
Pein direct O O O
gegeben direct O O O
, O O O O
sagte O O O O
Marja O O O O
; O O O O
ist direct O O O
das direct O O O
nicht direct O O O
ungerecht direct O O O
vom direct O O O
lieben direct O O O
Gott direct O O O
? direct O O O
Nein direct O O O
, O O O O
sagte O O O O
Handri O O O O
belehrend O O O O
, O O O O
es direct O O O
ist direct O O O
nicht direct O O O
ungerecht direct O O O
, direct O O O
denn direct O O O
unsere direct O O O
Augen direct O O O
sind direct O O O
nicht direct O O O
in direct O O O
der direct O O O
Art direct O O O
schön direct O O O
oder direct O O O
häßlich direct O O O
sehend direct O O O
, direct O O O
wie direct O O O
sie direct O O O
blau direct O O O
oder direct O O O
braun direct O O O
sind direct O O O
. direct O O O
Das direct O O O
Letztere direct O O O
können direct O O O
wir direct O O O
nicht direct O O O
ändern direct O O O
, direct O O O
das direct O O O
Erstere direct O O O
aber direct O O O
steht direct O O O
in direct O O O
unserer direct O O O
Macht direct O O O
. direct O O O
Das direct O O O
kann direct O O O
ich direct O O O
doch direct O O O
nicht direct O O O
recht direct O O O
glauben direct O O O
, O O O O
sagte O O O O
Lena O O O O
, O O O O
denn direct O O O
wenn direct O O O
ich direct O O O
traurig direct O O O
bin direct O O O
, direct O O O
da direct O O O
erscheint direct O O O
mir direct O O O
Alles direct O O O
düster direct O O O
und direct O O O
traurig direct O O O
, direct O O O
wenn direct O O O
ich direct O O O
lustig direct O O O
bin direct O O O
, direct O O O
da direct O O O
sieht direct O O O
Alles direct O O O
heiter direct O O O
und direct O O O
lustig direct O O O
aus direct O O O
. direct O O O
Aber direct O O O
ob direct O O O
ich direct O O O
lustig direct O O O
und direct O O O
traurig direct O O O
bin direct O O O
, direct O O O
das direct O O O
hängt direct O O O
nicht direct O O O
von direct O O O
mir direct O O O
ab direct O O O
, direct O O O
sondern direct O O O
von direct O O O
Gott direct O O O
. direct O O O
Das direct O O O
habe direct O O O
ich direct O O O
dem direct O O O
alten direct O O O
Hans direct O O O
auch direct O O O
gesagt direct O O O
, direct O O O
aber direct O O O
der direct O O O
hat direct O O O
mir direct O O O
die direct O O O
Sache direct O O O
noch direct O O O
weiter direct O O O
erklärt direct O O O
. direct O O O
Er direct O O O
hat direct O O O
mir direct O O O
gesagt direct O O O
, direct O O O
es direct O O O
sei direct O O O
nicht direct O O O
nöthig direct O O O
, direct O O O
daß direct O O O
wir direct O O O
durch direct O O O
jeden direct O O O
Quark direct O O O
in direct O O O
Betrübniß direct O O O
geriethen direct O O O
. direct O O O
Wenn direct O O O
wir direct O O O
den direct O O O
rechten direct O O O
Glauben direct O O O
an direct O O O
Gott direct O O O
hätten direct O O O
, direct O O O
dann direct O O O
könnten direct O O O
wir direct O O O
nicht direct O O O
glauben direct O O O
, direct O O O
daß direct O O O
, direct O O O
was direct O O O
uns direct O O O
auch direct O O O
begegne direct O O O
, direct O O O
uns direct O O O
zum direct O O O
Nachtheil direct O O O
oder direct O O O
Schaden direct O O O
begegnen direct O O O
könne direct O O O
, direct O O O
wir direct O O O
müßten direct O O O
im direct O O O
Gegentheil direct O O O
bei direct O O O
Allem direct O O O
annehmen direct O O O
, direct O O O
daß direct O O O
es direct O O O
ein direct O O O
Samenkorn direct O O O
sei direct O O O
, direct O O O
aus direct O O O
dem direct O O O
sich direct O O O
zu direct O O O
irgend direct O O O
einer direct O O O
Zeit direct O O O
ein direct O O O
süßes direct O O O
Glück direct O O O
für direct O O O
uns direct O O O
entwickeln direct O O O
werde direct O O O
. direct O O O
Wenn direct O O O
der direct O O O
Acker direct O O O
von direct O O O
der direct O O O
Pflugschar direct O O O
aufgerissen direct O O O
werde direct O O O
, direct O O O
so direct O O O
würde direct O O O
er direct O O O
auch direct O O O
wol direct O O O
über direct O O O
den direct O O O
Ackersmann direct O O O
klagen direct O O O
, direct O O O
wenn direct O O O
er direct O O O
fühlen direct O O O
könnte direct O O O
, direct O O O
wie direct O O O
ein direct O O O
Menschenherz direct O O O
, direct O O O
aber direct O O O
doch direct O O O
sei direct O O O
das direct O O O
nöthig direct O O O
, direct O O O
wenn direct O O O
er direct O O O
mehr direct O O O
als direct O O O
ein direct O O O
Dornen- direct O O O
oder direct O O O
Distelfeld direct O O O
sein direct O O O
wollte direct O O O
. direct O O O
Ich direct O O O
verstehe direct O O O
, O O O O
sagte O O O O
Jan O O O O
, O O O O
der direct O O O
alte direct O O O
Hans direct O O O
meint direct O O O
: direct O O O
jedes direct O O O
Herz direct O O O
sei direct O O O
ein direct O O O
Acker direct O O O
, direct O O O
Gott direct O O O
sei direct O O O
der direct O O O
Ackersmann direct O O O
und direct O O O
der direct O O O
Schmerz direct O O O
, direct O O O
der direct O O O
es direct O O O
trifft direct O O O
, direct O O O
sei direct O O O
die direct O O O
Pflugschar direct O O O
, direct O O O
die direct O O O
es direct O O O
durchwühlt direct O O O
, direct O O O
damit direct O O O
es direct O O O
sich direct O O O
später direct O O O
mit direct O O O
grünen direct O O O
Weizenfeldern direct O O O
bedecken direct O O O
könne direct O O O
. direct O O O
Nun direct O O O
da direct O O O
wollte direct O O O
ich direct O O O
, direct O O O
daß direct O O O
Gott direct O O O
mich direct O O O
doch direct O O O
lieber direct O O O
zu direct O O O
einer direct O O O
Wiese direct O O O
bestimmte direct O O O
. direct O O O
Hanka O O reported O
wollte O O reported O
auch O O reported O
lieber O O reported O
eine O O reported O
Wiese O O reported O
sein O O reported O
, O O O O
aber O O O O
Handri O O O O
behauptete O O O O
, O O O O
eine O indirect O O
